class,subclass,mag_u,mag_g,mag_r,mag_i,mag_z,redshift,flux_u,flux_g,flux_r,flux_i,flux_z,photRA,specRA,photDec,specDec,petrosianRadius_u,deVEffectiveRadius_u,petrosianRadius_z,deVEffectiveRadius_z
GALAXY,STARBURST,22.98195,20.52341,19.67907,18.79214,18.8026,0.1090685,1.419159,3.329549,8.019955,15.92823,24.27344,146.1811878,146.18119,26.78419946,26.784197,2.970366,2.646287,3.378999,2.124587
GALAXY,STARBURST,20.03599,19.69366,20.39929,19.56898,22.80981,0.0515183,3.859095,6.983638,5.993301,7.853549,7.785815,146.2528756,146.25288,26.72777742,26.727776,18.02176,3.662532,2.970391,29.67558
QSO,BROADLINE,20.97171,20.39491,20.19176,20.23241,19.94071,2.193105,3.399529,7.267556,9.673944,11.21126,15.06612,146.28265,146.28265,27.14437461,27.144375,1.208193,0.004141226,2.386963,0.7216207
QSO,BROADLINE,21.79949,21.13383,21.38782,21.25173,20.95512,2.316617,1.983356,3.145474,2.499296,2.521348,3.325407,146.2794697,146.27947,27.21347926,27.213481,1.831167,0.7793981,1.18684,0.1520843
QSO,BROADLINE,23.72326,22.06128,21.79043,22.18347,21.1737,2.533634,1.453666,1.637982,1.710193,1.560729,2.254512,232.5538039,232.5538,22.95904551,22.959055,2.970199,1.801153,1.963229,4.056752
QSO,BROADLINE,22.1906,21.3728,20.97771,20.50236,20.14141,1.552029,2.270718,3.315612,5.024775,7.148665,7.964329,232.5057326,232.50573,23.39862637,23.398624,1.644135,0.2941119,2.797003,0.403454
GALAXY,STARFORMING,23.15776,21.45021,19.59557,18.89792,18.46752,0.3800191,0.01400361,1.245673,7.051068,13.34186,20.87235,232.6874185,232.68742,22.68632452,22.686325,7.359958,15.35126,4.789121,1.523721
GALAXY,STARBURST,21.29012,20.83601,20.50972,20.55023,20.46412,0.01734713,5.456774,9.185176,15.52098,19.10088,25.04668,232.5069813,232.50698,23.64078443,23.640778,1.429074,0.2276663,1.180821,0.2367115
GALAXY,STARFORMING,22.78456,22.12344,20.60091,19.74878,19.40974,0.523984,2.210821,0.7052456,2.652873,5.309729,8.208597,331.8296213,331.82962,8.671600374,8.6715991,2.970366,3.539044,4.584713,0.3707528
QSO,BROADLINE,18.75485,18.37807,18.36166,18.28919,18.299,0.6862876,30.25832,38.05119,41.63287,44.70844,47.63441,331.4748711,331.47487,8.779955117,8.7799544,1.532285,0.000102971,1.238754,0.1447802
QSO,BROADLINE,22.5977,21.23699,20.8106,20.7768,20.51087,3.39429,1.969522,2.884314,4.516388,5.075111,5.257927,331.6739733,331.67397,9.174252658,9.174252,1.741879,0.1049028,1.334807,0.1219983
QSO,BROADLINE,20.91201,20.32364,20.25914,20.23334,19.99301,2.35931,5.443831,8.752782,10.33346,10.37979,11.55589,331.8370044,331.83699,9.379031161,9.3790291,4.456559,0.3146451,1.126481,0.00014187
QSO,BROADLINE,20.57173,19.52347,19.37249,19.24533,18.98952,2.664611,7.26533,16.10858,21.38034,23.85524,26.81992,146.2231453,146.22314,26.43951597,26.439516,1.07062,0.000447384,0.876877,0.07358894
QSO,BROADLINE,20.84639,20.47922,20.37536,20.41034,20.269,2.211458,3.864422,6.496625,8.119293,8.262472,10.0803,146.219129,146.21913,27.42165179,27.421652,1.288722,0.00602867,1.129996,0.4265471
QSO,BROADLINE,21.75427,20.92863,20.94248,20.88822,21.13515,2.454576,4.592114,5.106977,5.137863,5.602746,7.65476,32.17771327,32.177712,6.00876485,6.0087655,2.116076,1.577083,0.8720059,0.000776911
QSO,BROADLINE,21.21213,20.36394,20.14634,20.10834,19.87092,2.697182,4.408415,6.290051,7.172273,6.774305,5.841355,32.25695324,32.256953,6.034897514,6.0348978,1.641711,0.3673223,0.9699895,0.07087231
GALAXY,AGN,20.47621,18.16663,16.64571,16.09634,15.81879,0.1289549,3.904004,11.61752,35.76598,62.76447,96.01884,32.5258159,32.52582,5.846927509,5.8469287,3.359051,2.156139,9.113522,4.396577
QSO,BROADLINE,21.00479,20.46943,20.34244,20.25499,20.08785,2.541022,0.8688559,4.420062,5.566788,5.987479,8.143019,128.3057816,128.30578,13.56329452,13.563295,2.263581,0.3018683,3.908247,0.276381
QSO,BROADLINE,21.7283,21.21433,21.2111,21.0107,20.59039,2.091058,5.500818,4.247928,4.114205,5.007485,6.277495,128.4535573,128.45355,13.65249214,13.652493,1.397464,0.01397055,1.019285,0.001382229
GALAXY,STARBURST,19.90257,18.5556,17.82422,17.32855,17.02365,0.103128,7.86029,17.90325,36.59745,58.69865,75.27332,131.7531446,131.75316,13.46125247,13.461254,3.525645,5.266841,3.452972,3.019205
GALAXY,STARFORMING,23.30303,19.88353,18.23051,17.61928,17.19254,0.3486931,0.1532234,2.448008,12.54055,23.2783,35.17243,131.9555027,131.95551,13.52789505,13.5279,0.5924848,0.001097005,5.360048,3.401905
GALAXY,STARFORMING,20.11494,18.28234,17.36962,16.93027,16.56588,0.09465211,4.910882,17.37495,45.31259,69.9354,94.36858,132.113041,132.11305,13.45257181,13.452573,5.169452,6.864744,4.260807,2.316612
GALAXY,STARFORMING,19.08537,17.40027,16.60355,16.18609,15.87594,0.06006553,18.22486,51.16599,113.6074,167.651,212.0749,132.5665562,132.56658,13.52224008,13.522258,4.066546,2.435128,3.624965,1.836194
GALAXY,STARFORMING,18.55594,17.16563,16.52552,16.16478,15.91691,0.06003608,5.965933,17.67224,36.4198,53.94811,68.33775,132.5788112,132.57883,13.58166082,13.581668,9.297495,19.12115,8.85139,14.46482
GALAXY,STARFORMING,20.73338,18.91115,17.83381,17.38386,17.01752,0.1353565,5.416179,14.56747,39.26552,59.70909,78.53423,132.6859578,132.68598,13.57937571,13.579397,2.716617,1.933593,3.232991,1.425233
GALAXY,BROADLINE,19.70835,17.72421,16.64736,16.18748,15.83739,0.1355032,9.54167,32.39747,90.9745,140.2714,188.5646,132.6103292,132.61035,13.65572359,13.655714,7.336849,3.82022,4.719691,2.419348
QSO,STARBURST BROADLINE,20.00949,18.14024,17.07431,16.49792,16.09833,0.1036028,4.661635,15.17254,42.93779,78.49998,105.6892,132.6942712,132.69429,13.66951504,13.669533,4.292456,5.839861,4.740748,4.752124
QSO,BROADLINE,21.76058,21.07279,21.01168,20.85511,20.67779,2.187495,4.548312,4.140949,4.209779,4.163819,4.484446,128.1550328,128.15503,12.64689301,12.646893,1.497018,0.6928364,1.538086,0.2731977
QSO,BROADLINE,22.38607,21.18684,20.92353,21.15639,20.92624,2.482712,1.584063,3.08999,3.975704,4.000276,4.992281,128.130963,128.13096,12.59914485,12.599146,1.873635,0.4560021,0.76345,2.094733E-05
QSO,BROADLINE,21.39387,20.0029,19.75602,19.71626,19.76647,3.03861,5.400464,11.77647,14.79485,15.55643,15.66008,128.2826328,128.28263,12.70865026,12.70865,1.942968,0.3360049,1.498337,0.1409974
QSO,BROADLINE,18.93689,19.07687,18.73114,18.69877,18.70723,1.301314,21.92662,20.14613,27.392,26.34243,27.38732,148.4288637,148.42886,-0.86328343,-0.86325794,1.508814,0.1307925,1.289689,0.06108618
GALAXY,AGN BROADLINE,18.45333,17.02572,16.25337,15.74728,15.45469,0.1102809,15.84049,34.27464,71.42799,119.6448,148.5421,148.4325034,148.4325,-1.026420359,-1.0264118,4.794721,4.43076,4.995318,3.772981
GALAXY,STARFORMING,20.00377,18.17045,17.25731,16.75394,16.3976,0.08971721,5.089786,16.04687,38.11928,61.24094,82.29815,148.5655872,148.56556,-0.936092312,-0.93608348,18.014,10.8279,5.165678,6.370882
QSO,BROADLINE,20.90058,21.31846,20.7547,20.89267,20.62619,1.34266,6.667619,2.44134,3.921141,3.922539,3.782701,131.3134436,131.31343,-0.488847945,-0.48885205,1.461515,0.1520912,1.134817,0.09616186
QSO,BROADLINE,20.8143,20.7951,20.83433,20.56933,20.2162,1.884,3.451012,5.319547,4.497643,5.079571,4.645392,131.6573974,131.65739,-0.149797665,-0.14979967,1.439041,0.1894608,1.062757,0.1603947
GALAXY,AGN,20.21775,18.57749,17.59203,17.09925,16.76351,0.1668876,4.710963,13.28169,35.77052,58.92154,78.81752,149.1545795,149.15457,-0.115701999,-0.11572062,6.526674,9.119245,4.546283,1.590288
GALAXY,STARFORMING,18.36063,17.22968,16.69767,16.42737,16.30265,0.0199993,5.138412,12.89787,26.65985,31.54492,37.92072,147.3055567,147.3056,0.217659364,0.2175774,8.507226,16.92172,8.634459,15.34339
QSO,BROADLINE,19.1076,18.55116,18.40959,18.40105,18.24441,2.492378,23.21673,35.55318,40.67931,41.33,48.60101,151.4722443,151.47226,0.324227018,0.32421986,1.446437,0.03451838,1.077919,0
GALAXY,AGN,18.9539,17.22803,16.37891,15.94198,15.62841,0.08924252,16.04172,47.84914,109.403,167.8403,214.2711,151.6352962,151.6353,0.336510897,0.3365056,5.346148,3.332683,4.77966,2.266881
GALAXY,STARFORMING,17.84598,16.73731,16.23418,15.92681,15.73382,0.04659506,19.02639,36.0797,58.22405,79.45454,95.25931,150.9941808,150.9942,0.736630678,0.73665141,7.503503,9.893558,8.182404,9.98737
GALAXY,STARFORMING,17.76233,16.64459,16.17845,15.8629,15.63265,0.0463645,25.2297,46.04475,76.58913,109.3378,132.9958,150.9996009,150.99962,0.80691366,0.80691492,6.896852,12.10694,6.365187,9.762724
GALAXY,BROADLINE,17.88684,16.00563,15.0993,14.63778,14.30061,0.06219585,22.58267,82.7247,210.181,331.1975,447.6854,151.0571709,151.05719,0.812449413,0.81243685,11.04681,13.29367,8.917562,6.373351
GALAXY,STARBURST,18.97595,17.99892,17.51334,17.07997,16.93605,0.06594614,31.11952,54.64928,86.13187,132.1512,144.2623,151.1552956,151.15529,0.829351937,0.82931967,1.596197,0.2592253,1.78473,0.4160609
QSO,BROADLINE,18.81863,18.52837,18.08999,17.7423,17.65442,0.2140629,35.30688,34.88001,49.42913,69.01168,75.2809,151.2010825,151.20107,0.669278999,0.66928368,1.398138,0.08429467,2.208402,0.578205
GALAXY,AGN,19.28819,17.57117,16.68612,16.25317,16.02441,0.0627381,7.444042,22.92597,50.04379,74.13911,96.24637,151.2169327,151.21692,0.69848136,0.69849386,4.984426,2.556984,6.181682,3.65427
GALAXY,STARFORMING,19.01097,17.3055,16.46524,16.05206,15.70793,0.06817851,19.02552,57.7913,127.4227,192.5329,249.6872,151.2011114,151.20111,0.768392761,0.76838655,5.794073,1.707122,4.954328,1.768537
GALAXY,STARFORMING,17.70245,16.22431,15.51102,15.15194,14.83453,0.02122282,24.47232,57.04931,114.0845,165.817,218.4769,151.654714,151.6547,0.63260918,0.63260972,9.872182,14.19154,8.412173,11.61957
QSO,BROADLINE,21.02338,20.40973,20.15887,19.98384,19.75722,0.6970665,4.894886,6.142482,9.764858,12.56509,16.47797,130.4601614,130.46015,1.107330062,1.1073298,1.334282,0.000934745,1.503937,0.2224208
QSO,BROADLINE,21.74444,21.42009,21.30095,20.8558,20.75715,2.129772,0.166014,3.07808,4.041019,5.309272,7.275826,130.5077432,130.50775,1.148933508,1.1489191,2.10998,0.6818339,1.799708,1.653907
GALAXY,STARFORMING,19.13552,17.9118,17.23095,16.83471,16.63399,0.1277961,5.681108,12.12128,25.77843,37.88932,49.498,150.979361,150.97937,1.182897731,1.18293,8.42042,13.29014,6.061906,6.839095
QSO,BROADLINE,19.88779,19.73297,19.25949,19.25278,19.26127,1.385627,13.20137,12.91397,18.91349,19.03613,18.17063,148.414399,148.41438,-0.720751211,-0.72075858,1.572453,0.1446703,3.127105,0.005890653
GALAXY,STARBURST,18.88648,17.77011,17.185,16.75783,16.58471,0.08940861,22.89863,49.3698,84.45012,123.2828,143.3052,148.454024,148.45399,-0.795927774,-0.79593592,2.275255,0.9676921,2.746369,1.171942
GALAXY,STARBURST,18.82881,17.82464,17.4402,17.12334,17.00879,0.0891128,9.117453,15.15953,22.69431,29.94513,33.53827,148.5044568,148.50439,-0.791651966,-0.7917225,5.482679,12.31979,5.579584,10.69924
QSO,BROADLINE,21.63444,21.17594,20.92567,20.61809,20.36388,1.802349,1.236273,2.153366,2.690551,4.090641,4.148852,116.7470693,116.74707,44.16048477,44.160485,1.28833,0.001484983,1.094843,0.1887111
GALAXY,STARFORMING,18.86308,17.75078,17.34553,17.05012,16.91213,0.06168771,7.904212,16.8942,26.02621,33.74113,39.08756,151.1279286,151.12788,0.889467252,0.88949037,6.041768,11.35065,6.755318,11.16355
GALAXY,STARFORMING,19.0927,17.94559,17.6322,17.41442,17.37687,0.04583271,7.984019,11.8632,16.298,20.70703,22.2302,151.1712433,151.17115,0.91420858,0.91421799,6.095518,8.424251,5.933352,9.142678
QSO,BROADLINE,20.10838,19.84313,19.43649,19.36395,19.36646,1.202979,20.17403,18.28397,25.4141,26.67747,25.48894,130.2544243,130.25436,1.618039119,1.6180039,1.746148,0.2563055,11.30103,0.9879093
GALAXY,STARBURST,23.30095,23.29309,21.72933,21.44531,21.97668,0.2873675,1.317896,0.9670736,2.039091,2.812577,4.296808,130.3234492,130.32347,1.626217558,1.6262579,2.968234,0.000604861,7.355769,0.009383301
GALAXY,AGN,17.59934,15.65461,14.82672,14.39727,14.08452,0.05000024,12.40509,37.53121,94.51251,154.8682,221.8038,130.4312656,130.43127,1.530618442,1.5304968,10.87632,13.3425,11.12384,8.495852
QSO,BROADLINE,20.0994,19.86781,19.9651,19.70404,19.70174,1.768902,8.485645,8.588895,8.316494,12.28543,12.55377,130.4288101,130.42881,1.640092904,1.6400687,1.817247,0.179193,1.765148,0.06116896
GALAXY,STARFORMING,22.5908,21.49248,20.18954,19.71142,19.6096,0.403779,-0.1344671,0.905188,3.154231,5.148293,7.720694,130.4049051,130.40489,1.476632481,1.4766254,7.361182,9.887533,2.326087,3.298144
GALAXY,STARBURST,23.28806,22.39186,20.94204,20.66753,20.55024,0.3545683,0.9127011,0.9442875,2.950656,4.761263,8.259664,130.4254452,130.42542,1.470443471,1.4703911,2.970769,4.599352,1.701806,0.04268456
GALAXY,STARFORMING,19.40336,18.00626,17.25695,16.76447,16.47479,0.1101958,10.32545,24.63733,53.63137,80.86369,106.5791,148.4949247,148.49489,-1.080907545,-1.0809097,5.049148,6.296727,4.446895,4.021078
GALAXY,STARFORMING,19.66633,18.4932,17.82727,17.41508,17.19505,0.08433501,7.842292,19.21662,35.1699,52.8256,65.15226,148.7270795,148.72704,-1.12097228,-1.1209844,4.083153,3.551009,3.729835,3.242133
GALAXY,STARFORMING,18.77262,17.58625,17.1231,16.82227,16.61798,0.04655848,11.15225,17.96234,27.28525,38.83468,49.06772,148.5986462,148.59859,-0.732283715,-0.73222758,9.7182,16.44559,6.81298,13.09899
GALAXY,AGN,18.77877,17.31129,16.69901,16.41263,16.1776,0.07061857,27.26515,82.86441,149.8263,198.4422,233.4933,149.1912871,149.19127,-0.259532832,-0.25953399,1.763822,0.3972898,2.044787,0.5206379
GALAXY,STARFORMING,18.20582,16.46298,15.49704,14.9591,14.60985,0.06580772,9.26408,37.78093,98.81925,163.3191,227.0289,149.1179359,149.11792,0.183975807,0.18398894,258.361,29.66953,11.3818,17.37967
GALAXY,STARFORMING,19.67747,18.19364,17.51096,17.09774,16.89891,0.07903931,7.274319,18.10608,37.37864,53.88525,66.05981,149.1539974,149.15395,0.172473223,0.17248053,8.748217,8.354486,3.665935,4.146841
QSO,BROADLINE,20.9713,20.71739,20.51584,20.67187,20.84792,0.9384636,2.145975,4.562796,6.533852,7.256963,10.55876,130.4222951,130.42228,1.428911414,1.428921,1.529563,0.005143418,0.8816517,0.000872555
QSO,BROADLINE,18.35404,18.00596,18.17108,18.00521,17.98691,0.5486438,48.13604,54.37203,50.74753,62.1527,64.69521,130.4105479,130.41054,1.705968232,1.7059677,1.608985,0.1395411,1.976704,0.3223698
GALAXY,STARFORMING,18.99221,18.03735,17.41614,17.01984,16.76277,0.1045381,15.25528,26.03317,43.88581,64.25028,76.84285,149.7942432,149.79426,-0.859430542,-0.8594179,3.404058,1.019093,3.66238,2.442932
GALAXY,STARBURST,19.43219,18.59241,18.38963,18.06225,18.08699,0.06874236,13.66001,23.63801,28.7268,39.63752,36.49401,150.0697869,150.0698,-0.974471988,-0.97445885,2.818795,1.108094,3.239629,1.901782
QSO,BROADLINE,19.67503,18.86255,18.78308,18.5646,18.55351,1.878327,33.123,35.28339,35.47364,42.03081,43.64725,149.9095125,149.90953,-0.583564984,-0.58358358,2.32988,0.3353343,1.061781,0.07866603
GALAXY,STARFORMING,18.81632,17.53404,16.88906,16.5596,16.25543,0.04600773,18.67869,41.24552,75.86861,108.5693,128.8092,150.0169159,150.01692,-0.588057391,-0.58805614,3.171536,2.16664,3.527513,2.618575
GALAXY,STARFORMING,19.05122,17.90169,17.34407,16.99055,16.78728,0.09158873,9.228326,21.84225,40.55919,58.79475,70.63673,150.3726365,150.37263,-0.441641628,-0.44165289,13.49208,7.046766,4.146195,4.314638
QSO,BROADLINE,19.54412,19.40196,19.00689,18.93928,18.95708,1.306056,18.53104,20.33078,28.73889,31.88123,32.52145,150.4255415,150.42554,-0.419365034,-0.4193162,1.589757,0.0179392,1.147221,0.06073032
GALAXY,AGN,19.6177,17.87938,17.04012,16.59261,16.24862,0.08745652,11.04475,39.24742,88.74017,136.9882,176.301,150.382313,150.38232,-0.186082428,-0.18610224,2.947824,1.750826,2.526135,1.186752
GALAXY,AGN,19.93483,19.3901,18.80794,18.58365,18.20031,0.3496318,7.675618,11.7216,24.14378,32.25969,47.30543,150.4171757,150.41718,-0.023178829,-0.023192682,8.511044,0.2467117,1.714618,0.49239
GALAXY,STARFORMING,19.90286,18.09299,17.17839,16.69507,16.30473,0.06505554,6.561485,22.35895,57.79251,94.66203,128.5174,150.447979,150.44798,-0.161328069,-0.16134973,18.01629,5.111671,3.463845,2.71229
GALAXY,STARFORMING,18.94403,17.45961,16.78061,16.41189,16.11902,0.03290842,9.926371,24.14063,47.87082,69.93357,89.8957,150.4902762,150.49028,-0.117094781,-0.1171181,6.381207,7.693259,5.753192,6.013888
GALAXY,STARFORMING,19.04115,17.38003,16.6373,16.16045,15.83395,0.06247292,5.753056,16.77168,40.43791,65.07513,87.17658,148.9824397,148.98243,0.229872354,0.22985176,9.571537,29.66553,8.56989,14.31656
QSO,BROADLINE,20.90789,20.68126,20.69623,20.42213,20.56116,1.682659,4.09633,4.134778,4.372977,5.810068,5.724989,124.197061,124.19706,45.24979875,45.249799,1.494129,0.2360515,0.8772168,0.09802197
QSO,BROADLINE,20.09483,20.20542,20.20962,19.98763,19.90415,1.941317,14.92395,9.075016,8.808674,11.16816,13.36961,124.6778045,124.6778,45.61963592,45.619636,1.247573,0.05732744,1.086867,0.000536372
GALAXY,STARBURST,21.61207,21.45092,21.20256,20.84809,21.32248,0.4807717,3.731411,3.055036,3.880744,4.883797,3.986355,123.9614438,123.96144,45.49976183,45.499762,3.355207,0.2388885,0.6468921,0.05403729
GALAXY,STARFORMING,22.05878,21.16122,21.02668,20.92181,21.50388,0.04347445,9.877019,16.18952,25.21006,33.94945,42.90055,123.9607788,123.96078,45.65311778,45.653118,0.9812121,2.930762E-05,0.9573106,0.0989432
QSO,BROADLINE,21.34452,21.36939,21.26432,21.08733,20.71837,1.972909,8.698213,3.898911,3.2922,4.223374,5.521268,124.1257515,124.12575,45.63613857,45.636139,1.172956,0.2358198,3.464699,0.8105787
QSO,BROADLINE,21.74008,19.54088,18.74979,18.1476,17.62897,2.740121,3.742177,15.24323,29.93944,50.84581,81.20748,124.2312329,124.23123,45.94271028,45.94271,2.019795,0.3663018,1.053369,0.01062875
QSO,BROADLINE,21.8034,21.44306,21.08158,20.73475,20.79974,1.830445,3.362997,3.191273,3.783933,5.550583,6.615006,124.3263244,124.32632,46.01753632,46.017536,1.134844,0.2854649,1.0446,0.2735789
QSO,BROADLINE,22.30644,22.15151,22.03647,22.39794,21.88607,2.309826,-0.6112833,0.8619002,0.6094782,0.64813,0.5810373,124.3974915,124.39749,46.03036297,46.030363,1.816752,0.000340784,1.579849,6.37377
QSO,BROADLINE,21.08118,21.43206,20.92622,20.85554,20.81586,1.382688,10.40246,4.404274,5.979751,5.680449,5.739145,124.2093373,124.20934,45.45880912,45.458809,2.350561,0.4574526,1.206278,0.7834136
GALAXY,STARBURST,21.89164,21.41776,20.54014,20.25955,19.83318,0.3208449,1.037537,2.506608,5.303386,7.297716,12.35299,124.4235342,124.42353,45.51378692,45.513787,1.450561,0.001768847,1.345107,0.04116082
QSO,BROADLINE,21.31015,21.32662,20.91137,20.71613,20.81613,1.476318,2.29729,1.291462,2.148719,2.724947,2.479693,124.3157912,124.31579,45.54474082,45.544741,1.896515,0.5499012,1.883021,1.3677
QSO,BROADLINE,22.33698,22.12429,22.13013,22.30469,21.18454,1.732886,1.259161,2.257188,2.042217,2.636252,2.118067,124.2662716,124.26627,45.61904086,45.619041,11.30697,7.940151,1.905991,2.124162
QSO,BROADLINE,21.26661,21.20181,21.10839,21.01144,20.69996,1.920493,3.864383,3.919819,4.388692,5.313785,6.304594,124.5291072,124.52911,45.64734787,45.647348,1.486388,0.2204628,1.048232,0.06762668
QSO,BROADLINE,21.21511,21.02362,21.03679,20.77235,20.65179,1.811127,3.006413,3.478581,3.901482,4.95627,5.756354,124.6066487,124.60665,45.7134358,45.713436,1.714213,0.4404055,2.297549,2.425744
QSO,BROADLINE,21.84411,21.84828,21.74206,21.59789,22.03398,2.05082,1.640842,1.596324,1.727438,1.863197,2.639802,124.5819689,124.58197,45.75799174,45.757992,1.6375,0.02316439,2.970031,29.63881
GALAXY,STARBURST,22.0301,20.93395,20.40887,20.16285,20.25913,0.2225048,1.808197,1.925,3.183614,3.787939,4.229966,124.5642,124.5642,45.70655284,45.706553,11.30624,19.11933,3.81964,1.706199
GALAXY,STARBURST,24.95187,22.01653,20.55815,20.2137,19.48813,0.4626163,-0.09037782,0.5784307,2.403094,4.352067,6.400144,124.4723198,124.47232,45.76977613,45.769776,2.969952,29.66619,7.677067,3.776946
QSO,BROADLINE,20.10089,19.89533,19.8409,19.43948,19.74024,1.706836,3.943166,5.813954,6.825972,9.93111,10.17042,124.6198303,124.61984,45.89506614,45.895074,1.992185,0.000350794,1.341336,0.0126853
QSO,BROADLINE,20.84182,20.55516,20.52809,20.18222,19.95762,1.681349,2.122094,4.210495,4.835732,6.699271,6.985032,124.6092814,124.60929,45.77552854,45.775538,3.353178,0.3223069,1.971905,0.8209237
QSO,BROADLINE,20.70916,20.52391,20.45171,20.26324,20.22197,1.895388,4.4202,4.040359,3.791687,5.526115,5.031085,123.9569498,123.95695,45.82662319,45.826623,6.035694,0.3075146,4.046473,0.1892686
QSO,BROADLINE,20.72943,20.02791,19.97658,20.00686,19.62672,2.388142,3.059418,7.649239,9.927714,10.66332,14.17287,172.1878936,172.18789,2.601917308,2.601918,3.050831,0.1117116,1.826582,0.1646316
GALAXY,STARFORMING,18.38203,17.21235,16.48123,16.04266,15.74634,0.09040105,17.24631,41.07823,83.08726,122.5956,153.1892,153.9820305,153.98201,2.999728561,2.9997442,43.76325,4.793218,5.443557,2.738062
QSO,BROADLINE,21.06367,19.61402,19.41336,19.28789,19.23573,2.918146,5.349376,12.01807,15.68508,16.71288,16.11301,172.0152029,172.0152,3.392923782,3.3929242,1.253268,4.160045E-05,1.306626,0.1054531
