class,subclass,mag_u,mag_g,mag_r,mag_i,mag_z,redshift,flux_u,flux_g,flux_r,flux_i,flux_z,photRA,specRA,photDec,specDec,petrosianRadius_u,deVEffectiveRadius_u,petrosianRadius_z,deVEffectiveRadius_z
GALAXY,STARFORMING,19.11459,17.89141,17.37858,17.09917,16.91253,0.04992387,11.25073,25.27088,39.07704,50.23295,56.62307,179.9758374,179.97582,52.78932956,52.789351,4.77179,4.279356,4.423141,5.12234
GALAXY,STARFORMING,18.80578,17.69737,17.32738,17.02829,16.89321,0.06065051,9.051074,20.40004,34.05117,48.08154,56.13753,178.1434779,178.14347,53.01660639,53.016599,5.782681,9.892946,5.035015,6.377169
QSO,BROADLINE,19.75263,19.28491,18.81915,18.62951,18.51027,1.338239,16.55208,20.10889,30.84743,38.76009,42.74055,178.3936166,178.39361,53.00846602,53.008466,1.296872,0.000167642,1.142944,0.1017196
GALAXY,STARFORMING,19.35181,17.67806,16.8824,16.47958,16.15525,0.06352162,8.608685,28.12985,62.24121,91.74444,112.9748,178.6180463,178.61806,53.17175961,53.171771,4.296349,4.657096,4.496751,2.567943
GALAXY,STARFORMING,19.00457,18.21433,17.6455,17.41953,17.3538,0.05079623,3.659261,7.058448,10.05853,12.45454,12.71017,178.7127037,178.71277,53.01542421,53.015428,11.17712,29.65408,12.66592,28.77487
GALAXY,STARFORMING,17.58473,16.35579,15.78551,15.43233,15.21398,0.04971696,12.87191,29.77872,56.53034,81.80156,98.66525,178.9386506,178.93865,52.99394124,52.993946,22.51263,24.97321,12.24262,15.35183
GALAXY,STARBURST,19.51283,18.19046,17.80018,17.55598,17.48134,0.04955636,4.469006,11.93446,17.73042,21.97884,25.7957,178.9591194,178.95911,53.14786659,53.147885,18.02202,24.38444,5.208987,7.498181
GALAXY,STARFORMING,18.95218,17.36003,16.61029,16.14858,15.83723,0.05122131,9.965798,30.82514,63.95336,94.71004,121.3322,179.1470931,179.14709,53.03913097,53.039146,6.451388,9.517229,6.193832,7.930469
GALAXY,STARFORMING,17.90512,16.7776,16.21651,15.86748,15.67645,0.0824515,20.10842,43.90396,71.73753,95.06428,109.2625,179.5425962,179.54258,53.01183756,53.011841,4.896015,5.469731,5.390615,4.094868
QSO,BROADLINE,19.47857,19.34158,19.14274,19.12774,18.96338,1.00396,21.17127,18.21711,19.43151,19.37094,18.67918,178.2988421,178.29881,53.42435858,53.424353,1.582499,0.1928878,1.268709,0.07724988
GALAXY,STARBURST,19.53112,18.61339,17.94642,17.55159,17.3261,0.2358848,9.988646,14.90272,28.69921,41.83887,51.42975,131.3809823,131.38099,3.736369131,3.736366,3.972394,4.210242,3.547088,3.349629
GALAXY,AGN,19.17562,18.49691,18.15857,17.94432,17.77908,0.1174354,20.17719,30.93258,42.27351,52.87183,60.27656,131.4110377,131.41105,3.724639563,3.7246351,1.801566,0.206701,2.105163,0.5747437
GALAXY,STARFORMING,19.56516,18.19514,17.51378,17.1462,16.81854,0.07675606,2.59471,7.479482,16.13185,24.0934,32.25398,131.4379441,131.43794,3.789524729,3.7895301,18.02009,24.03452,8.620753,17.19006
GALAXY,STARFORMING,18.32621,16.96578,16.26536,15.83207,15.61456,0.05929706,36.44339,92.62998,181.5207,266.3087,329.6267,131.7056815,131.70569,3.842069139,3.8420738,2.245445,0.6684562,2.267446,0.9034105
GALAXY,STARBURST,18.68681,17.75179,17.44808,17.17192,17.0731,0.05932808,28.63837,51.02869,67.39812,88.03245,90.49894,131.7586671,131.75868,3.867213865,3.8672186,1.948174,0.3956511,2.204395,0.9165331
QSO,BROADLINE,18.79095,18.53492,18.30637,18.39421,18.2897,0.997885,33.49343,34.08675,43.91983,40.31977,41.8847,131.9775119,131.97753,3.775640171,3.7756358,1.263013,0.07403538,1.067404,0.02897232
GALAXY,STARFORMING,24.63474,18.9213,18.46361,17.62025,17.10896,0.07672061,4.155357,14.13054,32.33879,52.53428,69.21526,132.0702826,132.07045,3.852322244,3.8521459,2.96955,2.942741,8.558679,4.895426
GALAXY,STARFORMING,17.71714,16.25501,15.57317,15.17378,14.94649,0.05894941,13.94495,37.51852,81.31786,124.9691,159.6885,132.2502304,132.25024,4.343785956,4.3437866,11.04315,23.80301,8.654459,11.6556
GALAXY,AGN,20.01412,18.21873,17.20702,16.68966,16.26461,0.07861218,4.546888,13.65422,38.43493,66.23582,92.25574,132.2636685,132.26369,4.213332545,4.213331,43.76451,19.56638,5.888221,7.028858
QSO,BROADLINE,19.30003,18.94557,18.95911,18.70761,18.68375,0.5396663,21.07377,23.11091,23.4056,30.35234,30.26375,131.9248476,131.92486,4.558858832,4.5588553,1.155824,0.01888167,1.323757,0.2353401
QSO,BROADLINE,21.2033,20.69847,20.6521,20.61511,20.3772,2.304749,2.828061,4.354943,5.22374,5.34977,6.990396,145.4474608,145.44746,6.26706796,6.2670686,2.220886,0.4468742,1.361462,0.1815183
GALAXY,STARBURST,20.35429,19.47523,19.16629,18.77834,18.68719,0.1036218,5.627992,12.77152,17.69311,26.07315,26.94536,131.9248479,131.92484,4.095284177,4.0952954,3.808839,1.301101,2.444759,0.8821255
GALAXY,STARBURST,19.17979,18.08414,17.48948,17.08268,16.94238,0.1032156,14.53417,27.38036,45.83489,67.93398,75.61616,131.9686838,131.96868,4.092668143,4.0926805,4.181255,1.194632,4.196881,1.705311
QSO,BROADLINE,23.78781,22.46975,20.90932,19.75023,19.37378,0.6370835,0.7117114,0.6548561,2.832785,7.777455,12.24372,145.3171844,145.31719,5.355372039,5.355372,2.969318,0.07243937,2.163315,0.4729206
GALAXY,STARFORMING,18.6402,17.47573,16.83597,16.45703,16.22404,0.09666705,13.31359,22.08812,40.04685,58.46161,67.82046,131.9974576,131.99746,4.369816142,4.3698183,6.238833,7.93988,6.633947,7.907355
QSO,STARBURST,24.8624,21.62878,20.41517,19.65558,19.25592,0.4999095,2.164642,1.956848,5.643988,11.21928,16.45454,214.8121312,214.81218,51.83444887,51.834494,2.970126,0.2356028,1.943426,0.5294873
GALAXY,STARFORMING,19.95465,18.8391,18.30795,18.01959,17.90678,0.1294721,3.706739,5.804977,10.90715,14.88842,16.65129,35.5899624,35.589979,0.86475117,0.864751,8.033043,10.25528,6.580414,9.676137
QSO,BROADLINE,21.15335,21.01862,21.02799,20.81392,21.23531,1.678692,4.46977,3.672533,3.451775,4.043485,2.783586,144.8480435,144.84804,37.44282001,37.44282,3.703668,0.4512978,1.832719,1.939797
QSO,BROADLINE,20.17627,20.109,20.25228,19.91917,19.95066,1.87711,6.196703,5.907752,5.566456,6.833938,6.136041,145.1758216,145.17582,37.6189839,37.618984,1.577195,0.06924251,1.274973,0.1698312
QSO,BROADLINE,22.34259,22.30232,21.83162,21.56092,21.06342,2.017987,1.777145,1.589783,1.724298,2.098844,2.899982,145.315157,145.31516,38.25668936,38.256689,2.811005,0.7759113,1.05264,0.5851075
QSO,BROADLINE,20.43799,20.52242,20.4511,20.20002,20.21487,1.879982,5.910202,4.710139,4.381816,5.297204,5.48963,145.3741986,145.3742,38.25446036,38.25446,1.476015,0.07864016,0.8878946,7.381403E-05
GALAXY,STARFORMING,22.21268,21.91536,21.59858,21.67742,21.46876,0.293706,2.205421,1.213545,2.091039,1.629162,2.444952,144.6043618,144.60436,38.34792665,38.347927,2.113533,1.937857,1.061861,0.02616596
GALAXY,STARBURST,21.8501,20.87708,21.48782,21.50838,20.72268,0.04801629,9.760886,10.98985,11.30439,11.06276,13.86981,144.8458716,144.84587,38.4058177,38.405818,1.320563,5.605326E-05,1.352133,0.2175533
QSO,BROADLINE,20.7857,20.49631,20.37951,20.39893,20.22939,0.8837094,5.419002,5.182277,5.433762,5.021949,5.97795,144.6930024,144.693,38.25629683,38.256297,1.531393,0.2997828,1.291363,0.6105136
QSO,BROADLINE,20.10493,19.81972,19.75466,19.50254,19.385,1.712199,13.68172,13.43273,12.10325,13.6055,14.15749,144.9261144,144.92611,38.34534733,38.345347,1.454131,0.000259042,1.458008,0.08155046
QSO,BROADLINE,19.87856,19.6548,19.32096,19.35147,19.38605,1.064104,12.04975,13.73581,18.72748,18.22207,17.21969,232.9161011,232.9161,28.35368338,28.353684,1.300946,0.1071819,1.749226,0.1118493
QSO,BROADLINE,21.84037,21.00669,20.99915,20.99776,20.66942,2.629831,3.947586,3.315904,3.608061,3.447789,4.049932,233.1278624,233.12786,27.2017211,27.201724,0.9326355,0.06148561,1.057914,0.1007629
QSO,BROADLINE,24.09836,20.74491,19.96294,19.80875,19.56137,3.476447,2.840012,5.564288,11.42996,13.90807,15.34015,233.1489883,233.14902,27.64332623,27.643312,2.969292,6.204732,1.188426,0.1255466
GALAXY,STARBURST,19.81109,19.30949,19.07124,18.77708,18.92136,0.1304329,6.191661,8.750363,11.68842,14.794,15.48783,12.18957968,12.189579,0.634702218,0.63476,3.207434,2.414106,3.39062,2.647032
GALAXY,STARFORMING,20.19801,18.62103,17.82974,17.44802,17.19404,0.1113935,8.020659,19.13481,38.53945,55.79757,66.151,12.25644542,12.256439,0.647310437,0.647326,2.592175,0.5276709,2.698135,1.203902
GALAXY,STARFORMING,20.1077,18.89333,18.28251,17.96515,17.75994,0.142802,4.931058,12.14948,22.17093,30.25726,33.68119,12.27526248,12.275251,0.676740687,0.67674,3.901077,7.365253,3.115888,3.677655
GALAXY,STARFORMING,20.14664,19.13726,18.7782,18.5758,18.37343,0.04180662,9.649547,12.38955,16.63934,20.22124,23.02803,12.57942337,12.579423,0.756321954,0.756326,2.072251,0.9580499,3.179012,1.615603
GALAXY,STARFORMING,20.2971,19.13947,18.5016,18.20365,17.97816,0.1194466,1.887282,4.962212,10.39438,14.5016,17.75426,12.62559505,12.625581,0.730782783,0.730803,0.06350564,23.82196,5.04094,6.929705
GALAXY,STARFORMING,19.29508,18.28155,17.68834,17.3561,17.16445,0.1483861,7.671721,13.87221,24.56778,35.48533,42.53338,12.67073358,12.670746,0.83299706,0.832957,5.062683,11.73751,4.471514,6.479074
GALAXY,STARBURST,20.11982,18.92727,18.39599,18.12781,18.01681,0.142894,2.728446,7.0363,12.00417,15.65117,18.05239,12.74863256,12.748629,0.832197058,0.832128,27.91087,12.31719,5.440197,5.116118
QSO,BROADLINE,20.00049,19.64591,19.58943,19.24361,19.00746,0.5176579,12.19222,14.62295,15.51991,21.79537,26.98954,359.6650942,359.66511,0.485118596,0.48511401,1.188208,2.105418E-05,3.973894,0.5363756
QSO,BROADLINE,21.90087,21.66386,21.83505,21.52122,21.0215,1.717546,2.165182,3.461241,3.821259,5.609625,6.096274,359.3743786,359.37436,0.960538378,0.96057001,2.038549,0.2960461,4.584407,2.02125
QSO,BROADLINE,22.4991,22.09395,21.84848,21.44132,21.40454,1.501326,3.109866,4.019433,5.427864,6.946993,7.717967,359.3247904,359.32479,0.121814771,0.12181476,1.637912,0.8895788,1.409166,6.375303
GALAXY,STARBURST,19.85022,18.47318,17.71327,17.16535,16.89399,0.1323103,9.031231,19.63037,40.96554,69.41013,84.27586,12.10801841,12.10802,0.1970192,0.197023,6.324645,1.247145,2.715151,2.097615
GALAXY,STARBURST,20.27503,19.2645,18.91297,18.64602,18.42696,0.1315288,3.392503,5.995996,8.912731,10.62738,11.14665,12.11394932,12.113951,0.114770718,0.114794,5.99426,12.67011,5.906511,5.940568
GALAXY,STARFORMING,20.1214,19.09146,18.59417,18.27213,18.18171,0.1317119,4.960934,10.93461,18.134,24.79223,29.71526,12.32764989,12.327658,0.442547199,0.442547,3.498266,4.152444,3.128253,3.591877
GALAXY,STARBURST,17.82652,17.02229,16.51967,16.32112,16.0691,0.03475832,11.82321,13.34781,17.6008,21.53401,23.82691,12.49849258,12.498383,0.587304263,0.587166,10.22325,29.50585,11.5637,28.08261
GALAXY,STARFORMING,19.85873,18.72215,18.2238,17.89579,17.68363,0.06756388,11.86474,23.82187,36.68977,49.32234,55.52552,12.6424259,12.642398,0.620450371,0.620461,2.593022,2.410455,2.254332,1.528144
GALAXY,STARFORMING,20.02896,19.08578,18.65155,18.35831,18.18389,0.1124174,7.249176,14.53453,22.14566,29.69997,33.08387,12.53261065,12.53259,0.87909919,0.879101,3.006922,1.827764,3.06971,1.70552
GALAXY,STARBURST,20.17107,19.28816,18.69182,18.3655,18.22409,0.2008393,6.121823,10.37735,17.67361,24.11255,26.79652,12.59594135,12.595919,0.989077282,0.989078,2.99016,3.771821,2.986208,1.94142
GALAXY,STARFORMING,20.09601,18.76602,18.18518,17.8515,17.6268,0.06425214,5.404973,12.07965,21.44266,29.61096,35.22013,12.62433236,12.624291,1.013366871,1.013371,5.202135,6.528132,4.523318,5.115826
GALAXY,STARFORMING,20.05585,18.92447,18.39082,18.01804,17.90217,0.1122511,4.181707,9.261016,15.94224,21.21697,25.45036,12.70495163,12.704996,0.898546089,0.898473,3.572185,4.101854,4.214981,5.706719
QSO,BROADLINE,19.88215,19.80147,19.46472,19.43999,19.58205,1.258807,14.66363,11.63092,14.53906,14.72239,13.45541,181.4211697,181.42117,37.11647996,37.11648,1.541958,0.1481638,2.41845,0.05009703
QSO,BROADLINE,21.56614,21.62528,21.57124,21.0571,21.38404,1.799384,-0.08959702,0.936744,1.045505,1.689487,0.8644028,181.4977109,181.49771,37.11164911,37.111649,1.46059,0.001654004,1.74,0.4549045
QSO,BROADLINE,20.58476,20.36892,20.21756,20.11837,20.26878,1.463425,8.188581,6.598155,7.928268,9.062558,8.610063,181.6444239,181.64442,37.14839501,37.148395,4.868188,0.3557055,1.108725,0.111411
QSO,BROADLINE,20.66494,20.46975,20.18514,20.0705,19.97029,1.478854,8.5445,7.653365,9.190205,10.88551,10.10978,181.6155312,181.61553,37.19380853,37.193809,1.643003,0.2044202,2.617992,0.242171
QSO,BROADLINE,20.30734,20.20005,20.1965,19.96603,20.10985,1.522143,8.04918,8.710804,9.391436,10.78322,8.821902,181.4869769,181.48698,37.56567647,37.565676,1.67471,0.1380861,1.654746,0.1228357
QSO,BROADLINE,21.08298,20.22321,20.36638,20.18447,19.567,2.314652,6.991609,9.246024,8.572507,9.657959,11.64534,181.5813853,181.58138,37.56715126,37.567151,1.742543,0.3227443,1.987692,0.6843649
QSO,BROADLINE,21.26937,21.07054,20.85384,20.64739,20.86098,1.49097,5.195557,3.204453,3.928539,4.717256,4.970525,181.5461037,181.5461,37.55552649,37.555526,2.208353,0.5685027,2.201604,1.336863
QSO,BROADLINE,21.45211,21.19303,21.33027,20.70784,20.92837,1.675729,4.30178,4.042156,3.214314,4.211981,4.311061,181.8392306,181.83923,37.54369115,37.543689,3.205544,0.3970902,1.386691,0.4037788
QSO,BROADLINE,19.39799,19.35747,19.18462,19.22573,19.27305,1.185017,14.90261,11.21158,13.24445,12.91962,12.23218,181.5542112,181.55421,37.89431835,37.894318,14.04964,0.000294978,1.295696,0.000282858
QSO,BROADLINE,20.6167,20.55188,20.24133,20.1173,20.0875,1.423128,4.640079,2.899111,4.366771,5.266925,5.964182,186.2331077,186.23311,36.33049601,36.330496,1.495631,1.851474E-05,1.332729,0.2723963
QSO,BROADLINE,20.56873,19.83227,19.7749,20.76487,19.41812,2.400446,14.72403,22.08045,23.97948,24.91573,29.65508,186.3227959,186.3228,36.39902813,36.399028,1.808407,0.000829713,4.291194,0.09396764
QSO,BROADLINE,21.07788,20.91522,20.94652,20.7439,20.5521,1.915918,4.037448,3.682078,3.566371,4.413714,5.057414,186.4016009,186.4016,36.43755514,36.437555,2.172599,0.06074389,1.158406,0.001110124
QSO,BROADLINE,20.88206,20.75638,20.48165,20.45199,20.36423,0.9806235,10.35077,7.620774,8.888572,8.200183,10.00492,190.3509565,190.35096,36.18520753,36.185208,1.953747,0.2408671,1.327243,0.2297707
QSO,BROADLINE,20.4212,20.33893,19.98371,20.04651,20.01031,1.096651,3.904058,5.495728,8.101929,7.306801,8.033932,190.4680208,190.46802,36.15005533,36.150055,1.84653,0.1629639,1.18719,0.1894621
QSO,BROADLINE,21.22258,21.2721,21.32777,21.15439,21.05898,2.006252,6.637111,2.986419,2.765417,3.091674,3.740192,190.522063,190.52206,36.65244741,36.652447,1.596876,0.1510832,0.984421,0.2076039
QSO,BROADLINE,19.8492,19.74805,19.56709,19.47887,19.49044,1.208789,6.480794,5.277807,6.554611,6.50565,7.77883,190.2218745,190.2218,37.14131211,37.141309,1.219201,0.03453027,2.659285,0.05966388
QSO,STARBURST BROADLINE,21.2879,20.92803,20.50411,20.24966,19.99524,0.3872216,4.265179,4.085667,5.552724,7.456584,10.62326,190.5076608,190.50766,37.10616638,37.106166,2.203607,0.07741316,2.769141,0.6037316
QSO,BROADLINE,23.94443,22.73605,21.75334,20.7637,19.84469,0.6588863,0.2055998,0.2099641,1.168473,3.183317,5.630819,190.5631924,190.56319,37.13567232,37.135672,27.92045,29.66863,2.553877,0.2299504
QSO,BROADLINE,24.38629,21.74854,21.52751,21.62164,22.59006,3.195708,0.7427682,1.869538,2.517537,1.766977,1.23494,234.8957344,234.89574,5.891381774,5.8913745,2.970513,0.5638039,0.6795353,0.000180262
QSO,BROADLINE,22.72429,23.49606,21.78627,21.10923,19.94308,0.8829698,-0.05375633,0.1702486,0.8450097,2.978572,4.169864,141.1758194,141.17582,45.04655812,45.046558,1.948139,0.7728865,2.318924,0.6273608
QSO,BROADLINE,21.46944,21.61576,21.02819,20.82906,20.42742,1.012336,4.636859,4.198469,5.805267,6.069236,7.866138,140.5756297,140.57563,45.08905484,45.089055,1.974315,0.002719004,3.109059,0.4729822
QSO,BROADLINE,19.93734,19.92657,19.78863,19.82532,19.66166,2.082554,11.66994,8.803001,10.65933,11.88196,14.80184,140.8278418,140.82784,45.3992006,45.399194,1.851262,0.2360242,1.675902,0.3744334
QSO,BROADLINE,20.52303,20.3573,20.11532,20.07705,20.25414,1.087748,5.280585,5.838568,7.704593,7.851313,8.150358,141.0702386,141.07023,45.35666045,45.356657,2.736192,0.394902,3.347555,0.3108986
QSO,BROADLINE,23.50349,21.44024,21.18789,21.17737,21.33736,3.05395,0.674127,3.181984,4.443838,4.376416,4.389598,141.050098,141.0501,45.43841655,45.438417,0.04748172,0.1518217,0.9966467,0.2361353
QSO,BROADLINE,19.84479,19.89651,19.89269,19.47581,19.30548,1.845913,10.83662,12.8976,14.39855,18.98907,21.03695,141.1530815,141.15308,45.52329608,45.523296,6.528473,0.2012193,2.292358,0.3494338
QSO,BROADLINE,21.18869,20.82545,20.32813,20.09357,19.76521,1.281868,3.562118,3.891795,6.225512,7.395505,8.161866,141.0253424,141.02534,45.52802645,45.528026,2.212921,0.2354187,1.208576,0.1521293
QSO,BROADLINE,20.30328,20.43656,20.21769,20.06819,20.24084,1.324728,12.51084,7.338648,10.24645,10.67341,10.74739,141.1446003,141.1446,45.49054912,45.490546,2.593339,0.3750169,3.956664,0.001540158
GALAXY,STARBURST,21.46365,20.96146,20.3679,20.18523,20.00217,0.3460898,3.696577,3.953149,7.086308,7.781227,10.21186,141.229424,141.22942,45.43317625,45.433176,1.673125,0.127878,1.828408,0.5960167
GALAXY,STARBURST,21.36531,21.21534,20.51817,20.16276,20.16319,0.4644242,2.02982,2.938688,5.831091,7.221924,8.650398,140.6527601,140.65276,45.83679586,45.836796,2.8714,0.1521577,1.457044,0.5311081
QSO,BROADLINE,22.27035,21.79221,21.11467,20.43817,20.54982,0.5300003,3.349279,2.907144,4.357583,6.714147,8.532543,140.5491566,140.54915,45.79154663,45.791545,1.141867,0.2102334,1.302995,0.1221112
QSO,BROADLINE,19.90945,19.71769,19.8148,19.58013,19.67937,1.659546,10.48476,11.07021,10.98125,13.49166,14.15985,140.7581527,140.75815,45.79897306,45.798973,2.581673,0.198993,1.573655,0.2487156
QSO,BROADLINE,21.8112,21.44227,21.49276,21.13683,21.6926,1.884981,4.009166,3.358919,3.546492,4.363162,5.084541,140.8886153,140.88862,45.85991561,45.859916,3.8364,1.928266,1.595319,0.1895067
QSO,BROADLINE,21.80218,20.55848,20.9462,20.6423,20.28115,2.37219,2.37576,5.265754,4.655458,5.10744,7.636721,140.8879158,140.88792,45.89794548,45.897945,1.706661,0.162516,1.09144,0.06315923
QSO,BROADLINE,21.28163,20.64882,20.24014,20.20095,20.22769,0.908881,3.462893,3.315382,5.180264,5.597936,7.54038,141.2122453,141.21224,46.03373362,46.033729,1.585954,8.169637E-05,1.287279,0.1221039
QSO,BROADLINE,22.81935,21.3891,20.77195,20.59371,19.94647,2.232509,2.403987,4.108064,7.076519,8.711469,11.81201,141.183071,141.18307,45.97739528,45.977395,2.52778,19.12443,1.667358,0.3823923
QSO,BROADLINE,21.86077,21.57679,21.36044,20.91518,20.59434,1.727405,1.358945,1.385335,2.001593,3.098078,3.799388,140.5724522,140.57245,46.09242354,46.092424,2.919729,1.368653,2.465687,2.15754
QSO,BROADLINE,21.28888,21.02773,21.0485,21.15247,21.57128,1.863818,5.164647,5.173893,4.81259,5.28674,5.801813,140.7002465,140.70025,46.25091392,46.250914,1.301708,0.006418005,0.8491576,0.000160176
QSO,BROADLINE,20.74517,20.51464,20.74542,20.423,20.27345,1.709373,6.451269,7.602229,7.111347,9.572857,9.902926,140.7732946,140.77329,46.37809989,46.3781,2.302684,0.1527821,1.643952,0.000812549
QSO,BROADLINE,20.35054,20.50585,20.27424,20.2462,20.32889,1.180271,4.817676,3.641516,4.463666,4.223662,4.296928,140.8530992,140.8531,46.35568218,46.355682,2.698719,0.000260137,1.337432,0.2966681
QSO,BROADLINE,22.70076,21.2657,20.92594,21.08784,21.02969,2.791663,1.54759,2.189581,2.980871,3.542304,4.159145,140.8837885,140.88379,46.25914148,46.259141,2.970061,5.904141,1.489369,0.03953775
QSO,BROADLINE,22.75432,22.0134,21.7614,21.80077,20.67271,2.734108,1.563874,2.072925,2.4528,2.28674,2.238247,140.6457401,140.64574,45.05925878,45.059259,1.138925,1.706573,3.222112,0.2738793
QSO,BROADLINE,18.41753,18.03461,17.63848,17.54178,17.60418,1.106143,24.08082,37.34226,59.5216,62.71516,57.95481,140.7961046,140.79612,45.15523854,45.155246,1.727774,0.07946427,1.30829,0.09112441
QSO,BROADLINE,21.08072,20.45284,20.27552,20.35109,20.1999,2.487387,3.978672,6.301414,7.150976,7.043139,8.695121,140.9532264,140.95323,45.14585689,45.145857,4.350485,0.2302004,1.48653,0.3500374
GALAXY,STARBURST,21.60536,21.68038,21.25855,20.56736,21.12862,0.5016536,2.502871,2.603811,3.236826,5.947312,3.805001,141.0145511,141.01455,45.2671809,45.267181,2.901642,3.04873,3.309291,6.617845
QSO,BROADLINE,19.7318,19.63824,19.48765,19.50066,19.47104,1.070664,13.22134,13.29593,16.09819,15.46313,16.09201,141.1848678,141.18487,45.13382969,45.13383,1.663226,0.09650791,1.578836,0.2700354
QSO,BROADLINE,20.60376,20.39121,20.3717,20.21243,20.46346,1.532201,3.83584,3.852228,4.252794,5.182154,4.992727,141.274375,141.27438,45.24522135,45.245221,1.95307,0.3471973,1.487113,0.294099
QSO,BROADLINE,23.36645,20.63643,19.86637,19.67134,19.51745,3.431145,-0.3195326,5.397494,11.41682,14.12468,15.22758,141.1874706,141.18747,45.19942322,45.199423,4.584832,5.119741,1.193733,0.005260027
QSO,BROADLINE,22.3666,21.33971,21.41278,21.77836,21.51631,2.597485,2.661214,3.291081,3.593089,4.190131,5.822105,141.2354176,141.23542,45.2779054,45.277905,2.025114,0.4573247,0.7495764,0.001182999
QSO,BROADLINE,20.42506,19.77993,19.66364,19.59968,19.26196,2.245047,10.3125,13.89055,14.57932,15.20295,18.987,141.31477,141.31477,45.33530673,45.335306,1.467874,0.000251333,4.079214,0.07822582
QSO,BROADLINE,22.06988,21.09265,20.46658,20.21294,19.93559,0.8444142,3.305253,5.867167,9.525562,10.68433,14.01721,140.5903185,140.59033,45.33335603,45.33336,1.195159,0.001381848,2.193375,0.1900802
QSO,BROADLINE,21.47087,21.31377,20.94057,20.85781,21.45482,1.162079,4.415566,3.687109,4.79397,5.106894,4.758224,140.9402736,140.94027,45.65495848,45.654958,7.360005,0.5744998,0.9698022,0.07870451
QSO,BROADLINE,20.3897,20.34904,20.22545,20.20496,20.6684,1.170144,8.979107,8.420558,10.82671,11.4044,10.78428,141.1300771,141.13008,45.5942618,45.594262,4.542729,0.2052957,4.122553,0.4562446
QSO,BROADLINE,21.22939,21.04427,20.8646,20.81639,20.34707,1.427861,4.8421,3.205429,3.971154,4.293107,4.287491,141.2048917,141.20489,45.8518455,45.851846,1.506347,0.06129922,1.221485,0.1894553
QSO,BROADLINE,23.63149,21.27931,21.14248,21.25782,21.3061,3.046157,1.509066,1.944172,2.558054,2.7436,2.754797,141.2190291,141.21903,45.64549625,45.645496,0.5564375,0.09807042,0.8925562,0.03699465
QSO,BROADLINE,21.50314,21.74933,21.57279,21.60502,20.7462,2.072329,2.995433,1.537251,1.482752,1.725137,2.516401,140.5442456,140.54425,45.88643726,45.886437,1.285065,0.1221281,0.9597499,0.7584289
QSO,BROADLINE,20.75469,20.08888,20.05424,20.06705,19.96168,2.546842,6.813183,6.933264,7.468148,7.558773,9.341578,140.807123,140.80712,46.08167134,46.081671,1.395836,0.1521616,1.763922,0.005419544
QSO,BROADLINE,21.43052,21.11281,21.07452,20.81532,21.11399,1.557118,0.8701491,1.08777,1.389771,1.862082,2.169732,140.8875467,140.88755,46.07875198,46.078752,1.782736,0.2941286,1.007973,0.3664362
GALAXY,STARFORMING,22.07283,21.40842,20.53187,20.16549,19.62737,0.3363354,1.508452,2.330993,5.746854,7.982656,11.62406,140.9359894,140.93599,46.19249116,46.192491,16.18436,2.438708,1.145312,0.1996954
GALAXY,STARFORMING,19.566,18.19529,17.72606,17.43634,17.18705,0.07840042,5.974102,13.15579,21.89016,29.9598,34.87383,169.0384888,169.03848,35.16931956,35.169343,4.321974,6.729079,5.407955,7.93546
QSO,BROADLINE,20.31112,19.86945,19.86592,19.75254,19.55742,2.281172,8.444542,11.72871,9.574145,8.712722,9.374929,146.2506731,146.25068,27.58774981,27.587747,1.547729,0.006585465,1.135367,0.1815485
GALAXY,STARFORMING,23.51157,21.18719,20.02562,19.25699,18.86217,0.5227579,0.01516678,1.601594,3.770822,7.353275,10.56753,146.2993893,146.29939,27.6500162,27.650015,2.970085,0.1100973,4.493258,1.799292
QSO,BROADLINE,19.83964,19.49183,19.39303,19.3867,19.25943,0.7772199,6.502109,6.47265,7.014899,7.046762,9.017757,147.9808626,147.98085,29.90924601,29.909252,4.67105,0.000333347,1.183633,0.1120915
GALAXY,STARFORMING,19.65722,18.40487,17.86065,17.51427,17.38025,0.060575,20.67192,25.45678,40.43047,54.63926,63.18176,169.4588577,169.45886,34.49122849,34.491227,2.622623,2.237437,3.08953,3.297217
GALAXY,STARFORMING,18.84447,17.64554,17.04864,16.65547,16.41789,0.08459993,7.544286,19.44575,37.43761,55.51898,66.85668,168.2592179,168.25922,34.76484775,34.764858,10.46822,24.17665,6.800008,8.826306
GALAXY,STARFORMING,18.56126,17.43022,16.86002,16.5353,16.31684,0.0741298,6.303433,12.50275,23.5129,33.4639,40.96737,168.270689,168.27071,34.88156001,34.881575,8.879792,23.82061,8.408763,13.9813
QSO,BROADLINE,19.95296,19.63111,19.59566,19.38362,19.26272,1.920774,6.159187,7.146644,8.994133,11.12734,13.02735,146.502892,146.50289,26.47093021,26.470931,1.340046,0.003555563,1.066805,0.000118723
QSO,BROADLINE,22.37245,21.14194,21.11628,21.00179,20.46492,2.33443,2.050807,4.114765,3.910751,3.947374,5.752377,146.1481717,146.14817,26.63047824,26.630481,1.703199,1.099205,2.614492,0.7079979
QSO,BROADLINE,20.36959,19.86668,19.74146,19.66137,19.55287,0.6601918,8.554777,12.8218,14.57646,15.58906,15.91498,146.2277278,146.22774,26.63922285,26.639218,1.455136,0.210786,1.146651,0.000642643
