u,g,r,i,z,class,subclass
20.73405,20.41494,20.72861,21.00379,21.25142,STAR,WD
19.09201,19.49526,20.02804,20.35676,20.47327,STAR,B9
20.2062,19.77518,19.99734,20.25216,20.33922,STAR,WD
15.00182,15.0204,15.4394,15.74343,16.04568,STAR,WD
17.58609,17.76462,18.21088,18.54124,18.89593,STAR,A0p
16.98517,17.09929,17.50422,17.82268,18.08996,STAR,A0
15.29274,15.26059,15.54668,15.70368,15.86713,STAR,A0p
20.651,20.22548,20.46693,20.64981,21.19217,STAR,WD
19.21025,18.74588,18.97754,19.19417,19.45,STAR,WD
18.7461,19.01286,19.48377,19.82969,20.09806,STAR,WD
19.57452,19.57432,19.96428,20.21943,20.38979,STAR,WD
18.81246,18.99237,18.97605,18.55433,18.18093,STAR,M2
18.62905,18.74657,19.15198,19.47061,19.73607,STAR,OB
20.58283,20.2502,20.53924,20.81291,21.0144,STAR,WD
19.76085,19.55924,19.80728,20.0666,20.38295,STAR,WD
19.66372,19.21504,19.43018,19.8915,20.2718,STAR,WD
19.25399,18.94212,19.25077,19.53058,19.65274,STAR,A0p
20.26154,19.77418,20.11864,20.29244,20.63907,STAR,A0p
21.11224,20.63305,20.61735,20.7151,21.02122,STAR,WD
19.62485,19.21755,19.3777,19.56559,19.98192,STAR,WD
18.54423,18.13289,18.30696,18.5024,18.78434,STAR,WD
15.73802,15.85482,16.00578,15.75299,16.51678,STAR,M3
21.98661,20.91103,20.67776,20.79678,20.86266,STAR,WD
19.94468,19.22423,19.15336,19.21278,19.31127,STAR,WD
20.52499,20.50315,20.84216,21.0643,20.78256,STAR,WD
18.5643,18.05935,18.25624,18.42987,18.50439,STAR,WD
19.67179,19.82579,20.22114,20.64518,20.94923,STAR,WD
18.90711,19.11804,19.29759,19.22165,19.06592,STAR,M5
19.76891,19.32653,19.72062,19.99769,20.31112,STAR,WD
19.93096,19.54434,19.81133,19.99858,20.37481,STAR,WD
18.89521,18.95299,19.36563,19.6679,19.91792,STAR,WD
19.19285,18.79832,19.02669,19.23357,19.38181,STAR,WD
18.62072,18.29385,18.57033,18.86176,18.9336,STAR,WD
17.94037,17.65544,17.96643,18.20573,18.52444,STAR,WD
17.57788,17.94473,18.4175,18.77932,19.11926,STAR,B9
19.37325,19.41319,19.69326,19.93641,20.22927,STAR,OB
17.79224,18.19924,18.71401,19.12119,19.32736,STAR,B9
20.8846,20.38832,20.76129,21.10525,22.52403,STAR,WD
19.14907,19.43133,19.86632,20.21758,20.60539,STAR,OB
19.16071,19.2782,19.55503,19.7417,20.02107,STAR,OB
20.45291,20.38285,20.67829,20.94628,21.06336,STAR,WD
19.82421,20.02224,20.35579,20.64654,20.90454,STAR,WD
19.68172,19.69044,20.02595,20.29866,20.60198,STAR,WD
19.52398,19.11994,19.33929,19.54043,19.79094,STAR,WD
20.19751,20.09482,20.41917,20.72035,20.46816,STAR,WD
18.62659,18.72483,19.01283,19.28127,19.57534,STAR,OB
19.1025,18.56635,18.74696,18.9274,19.17179,STAR,WD
15.05447,15.04151,15.17389,15.22833,15.29399,STAR,O
18.28279,18.28696,18.58625,18.49341,18.21581,STAR,WD
18.9172,19.22973,19.72988,20.11138,20.58211,STAR,B6
18.08119,18.37221,18.88273,19.24586,19.68043,STAR,WD
20.34028,19.92277,20.13193,20.32166,20.9246,STAR,WD
14.96947,15.06076,15.32988,15.57382,15.80522,STAR,OB
20.14336,20.08026,20.28448,20.45761,20.96613,STAR,WD
18.29879,18.73863,19.22491,19.53643,19.86279,STAR,O
20.25786,18.62464,17.97481,17.75657,17.62098,STAR,K1
19.79613,19.84272,20.10289,20.34957,20.66836,STAR,WD
18.31015,18.33336,18.53404,18.62497,18.69548,STAR,A0
20.74119,18.97014,18.2668,18.02358,17.93216,STAR,K1
17.38312,17.15306,17.48464,17.72759,18.02851,STAR,WD
20.55004,20.13376,20.37903,20.62473,20.9102,STAR,WD
19.32084,18.91457,19.15375,19.40143,19.72053,STAR,WD
16.39297,16.57914,16.77848,16.28389,15.72838,STAR,M4
19.37161,19.76477,20.29312,20.576,20.72231,STAR,WD
20.11392,19.95963,20.1182,20.36935,20.45724,STAR,WD
20.43481,20.02944,20.21462,20.50549,20.6166,STAR,WD
19.57494,19.54807,19.85936,20.12739,20.57061,STAR,WD
20.06709,19.8725,20.13659,20.39159,20.54067,STAR,WD
21.42136,20.78858,20.80828,21.10475,20.89346,STAR,WD
20.3812,19.78026,19.93135,19.95762,20.45453,STAR,WD
20.10164,19.91529,20.17302,20.34333,20.3889,STAR,WD
20.75509,20.30521,20.43144,20.4725,20.47454,STAR,WD
20.19156,19.79358,19.96889,20.19075,20.61237,STAR,WD
18.63077,18.74252,19.07596,19.30083,19.63926,STAR,OB
18.26265,18.60726,19.05646,19.36424,19.69976,STAR,WD
19.36291,19.43466,19.73313,20.04421,20.66659,STAR,OB
19.77394,19.63116,19.9324,20.36205,20.50583,STAR,WD
20.39439,19.87406,20.23196,20.42065,20.53553,STAR,WD
17.74909,17.69599,17.9455,18.10789,18.35615,STAR,OB
19.38108,19.74869,20.26426,20.75433,20.83514,STAR,B9
16.78521,16.31882,16.63612,16.87157,17.05611,STAR,A0
17.797,17.36316,17.57908,17.80185,18.0276,STAR,WD
17.27297,17.23913,17.60386,17.86068,18.21044,STAR,WD
16.30132,16.39372,16.71454,16.9523,17.21639,STAR,OB
14.72696,14.8858,15.25994,15.55147,15.83406,STAR,B9
18.97706,18.61201,18.77608,18.96122,19.25596,STAR,WD
19.94188,20.0909,20.43188,20.5887,20.72398,STAR,OB
19.51797,17.73749,17.02164,16.61448,16.26309,STAR,A0
21.17545,19.84485,18.79815,18.48518,18.12509,STAR,A0
21.42195,19.92405,19.25677,18.99429,18.90234,STAR,F9
21.44258,19.49917,18.55118,18.13159,17.84025,STAR,K3
17.55858,15.32449,14.42141,14.52631,13.97417,STAR,K3
17.05552,15.15462,14.46207,14.57833,14.03715,STAR,F9
19.32503,18.91691,19.08627,19.22428,19.42665,STAR,WD
18.6142,18.6372,18.9935,19.27558,19.91256,STAR,WD
21.02481,20.42696,20.7071,20.76506,20.91032,STAR,WD
20.74323,20.38588,20.60313,20.80055,20.66007,STAR,WD
19.16459,19.26655,19.53069,19.86376,20.23641,STAR,OB
19.88804,19.47281,19.62102,19.86484,20.23994,STAR,WD
14.72858,14.79139,15.06472,15.21142,15.3365,STAR,A0p
17.47778,17.02031,17.31849,17.57949,17.79184,STAR,A0p
18.26365,18.31725,18.53415,18.75766,19.04025,STAR,OB
18.25934,18.19395,18.52671,18.84945,19.04961,STAR,WD
19.60058,19.25548,19.51251,19.72312,20.04987,STAR,WD
20.72428,19.85015,19.50588,19.35564,19.35465,STAR,F5
16.61019,16.86856,17.31793,17.65975,18.01592,STAR,WD
19.14532,19.14355,19.46367,19.7668,20.07796,STAR,WD
18.05886,17.87126,18.16358,18.3697,18.64547,STAR,WD
15.30216,15.34534,15.79561,16.11842,16.41536,STAR,B6
14.96386,14.97014,15.23264,15.46619,15.70393,STAR,A0
19.20988,19.0103,19.32777,19.56317,19.86396,STAR,WD
19.90557,17.32327,16.2546,15.863,15.65124,STAR,K5
18.21294,18.11814,18.47336,18.78104,19.02599,STAR,WD
19.97215,19.40915,19.70644,19.91453,19.96302,STAR,WD
19.68396,19.33945,19.60369,19.90761,20.1044,STAR,WD
18.11116,18.47188,18.95315,19.40338,19.47823,STAR,B9
17.1326,17.49139,18.04268,18.41869,18.89881,STAR,B9
18.6487,18.74531,19.08624,19.36591,19.81171,STAR,WD
19.60235,19.32027,19.55925,19.81392,19.96705,STAR,WD
17.78867,18.02805,18.47707,18.83533,19.18177,STAR,WD
20.43293,19.38472,19.11744,19.02013,19.00677,STAR,F5
19.90334,19.84216,20.21675,20.51384,21.04574,STAR,WD
19.36955,19.34569,19.70452,20.01005,20.34093,STAR,WD
18.45885,18.21212,18.55193,18.82231,19.03065,STAR,WD
19.1491,19.4636,19.91504,20.27326,20.54587,STAR,WD
18.43618,17.96356,18.10432,18.18968,18.385,STAR,WD
18.66793,18.26312,18.47471,18.64992,18.84305,STAR,WD
18.6686,18.62424,19.02332,19.31842,19.63075,STAR,WD
14.75568,14.58382,14.51929,14.68872,14.8709,STAR,A0p
17.61096,17.70838,18.07652,18.31525,18.62073,STAR,B9
18.77847,19.15169,19.63814,20.03413,20.20898,STAR,OB
20.28638,18.92422,18.35415,18.13705,18.12683,STAR,F9
18.36753,18.31759,18.54896,18.73625,18.96767,STAR,OB
19.15054,19.3796,19.87701,20.19371,20.38913,STAR,WD
20.27235,19.80069,19.91085,20.06455,20.12129,STAR,WD
20.547,20.26062,20.52964,20.69195,20.8103,STAR,WD
15.92756,15.26794,15.5344,15.74592,15.90971,STAR,A0p
19.64181,19.31703,19.65328,19.85323,20.1416,STAR,WD
18.97657,18.54138,18.76372,18.95323,19.22011,STAR,WD
18.80416,18.46375,18.65389,18.84024,19.03163,STAR,WD
17.54662,17.85299,18.31071,18.63,19.01145,STAR,WD
18.99386,18.58857,18.7901,19.00292,19.198,STAR,WD
19.5111,18.81603,18.54055,18.42342,18.37464,STAR,CV
15.97058,16.30947,16.71865,16.93197,17.10537,STAR,A0
15.78476,16.10678,16.54047,16.8412,17.14568,STAR,O
19.27726,19.59682,19.96058,20.22672,20.39427,STAR,B9
17.17145,17.2508,17.54269,17.83863,18.0869,STAR,OB
20.94752,20.5826,20.74084,20.92689,21.18266,STAR,WD
19.286,19.39841,19.73857,20.21657,20.28259,STAR,B9
20.68899,20.40583,20.64913,20.95308,21.11877,STAR,WD
20.02714,19.83593,20.05627,20.49951,21.55586,STAR,WD
19.97928,19.80709,20.14111,20.38481,20.85057,STAR,WD
19.21264,19.18454,19.4351,19.68641,20.05856,STAR,OB
18.0128,18.07972,18.472,18.70799,18.96367,STAR,B6
19.64603,19.67103,20.14657,20.49481,20.87501,STAR,WD
16.47022,16.59165,16.97702,17.25227,17.53006,STAR,OB
18.38927,18.03058,18.30113,18.54956,18.81274,STAR,WD
19.94276,19.96361,20.28417,20.48739,20.83574,STAR,OB
19.50237,19.54997,19.84045,20.08214,20.46968,STAR,OB
19.45449,19.60535,19.95936,20.29994,20.75615,STAR,WD
19.65224,19.06889,18.8289,18.77821,18.76985,STAR,CV
18.61191,18.37973,18.69533,18.96847,19.22368,STAR,WD
19.18244,19.34273,19.66019,19.88768,20.33135,STAR,OB
19.34719,18.98435,19.02479,18.54615,18.05743,STAR,M3
19.17937,19.02641,19.33628,19.67285,20.01481,STAR,WD
18.90371,18.53025,18.80358,19.07376,19.29518,STAR,WD
19.60665,19.44237,19.74499,20.04809,20.37688,STAR,WD
17.63712,17.15689,17.48305,17.71211,17.93612,STAR,A0p
19.74954,19.3499,19.52744,19.72234,19.91008,STAR,WD
20.59209,19.44713,19.00777,18.8833,18.88722,STAR,L5.5
18.80482,18.90944,19.30511,19.56907,19.82234,STAR,WD
17.53912,17.49431,17.81992,18.08612,18.34392,STAR,OB
18.83299,18.66969,18.99728,19.25592,19.5209,STAR,WD
18.78177,18.66996,19.03709,19.36131,19.86979,STAR,WD
18.3389,18.30706,18.5601,18.76071,18.93114,STAR,OB
20.29825,19.83067,20.02562,20.28313,20.28462,STAR,WD
20.10566,19.73888,19.99402,20.21934,20.62789,STAR,WD
20.53548,20.38319,20.54715,20.41138,20.0292,STAR,WD
19.62762,19.75473,20.09793,20.42974,20.65339,STAR,WD
17.2778,16.83161,17.04157,17.24429,17.49432,STAR,WD
16.44283,15.55864,15.37196,15.35209,15.38056,STAR,B6
19.50617,19.06878,19.08165,19.23959,19.43558,STAR,A0
22.08427,21.15257,20.83809,20.71973,20.46845,STAR,WD
20.00932,19.4916,19.39859,19.45459,19.45627,STAR,WD
20.18852,20.26107,20.66153,20.83449,21.07582,STAR,WD
20.22886,19.92114,20.15241,20.44531,20.5997,STAR,WD
20.27747,20.045,20.40765,20.60099,20.79641,STAR,WD
19.52964,19.03614,19.21742,19.35642,19.56069,STAR,WD
19.4444,19.75346,20.14088,20.49716,20.93755,STAR,WD
20.1181,19.6032,19.46785,19.50058,19.5563,STAR,CV
19.79726,19.8115,20.25575,20.54735,21.05964,STAR,WD
19.4224,19.03357,18.92518,18.97879,19.04736,STAR,CV
19.51064,19.11922,19.34149,19.61417,19.81134,STAR,WD
19.4092,18.87585,18.89273,18.88484,19.07842,STAR,WD
19.49212,19.34529,19.68262,19.97492,20.28235,STAR,WD
20.65194,19.69248,19.28052,19.14106,19.14717,STAR,F5
17.17241,17.12184,17.31651,17.50828,17.73548,STAR,OB
18.88204,18.46926,18.66349,18.87561,19.04587,STAR,WD
19.57413,19.26668,19.54023,19.82003,20.15448,STAR,WD
19.55984,19.22932,19.45607,19.71693,19.90922,STAR,WD
15.46984,15.07879,15.28671,15.48503,15.66335,STAR,A0p
18.1003,18.33,18.60994,18.9276,19.20006,STAR,O
18.62528,18.69077,18.97578,19.27208,19.45068,STAR,WD
18.65533,18.37055,18.63864,18.94093,19.19857,STAR,A0
19.23066,18.94523,19.24005,19.52819,19.80334,STAR,WD
21.7568,20.95425,21.10402,21.36646,22.82422,STAR,M4
19.52441,19.49159,19.66959,19.92932,20.03086,STAR,OB
19.96922,20.03015,20.39047,20.67237,21.09907,STAR,WD
20.69695,20.28933,20.5559,20.73661,21.06509,STAR,WD
20.56392,20.56317,20.39782,20.23312,19.80237,STAR,M6
21.0332,20.72866,20.75613,20.69153,21.26735,STAR,WD
20.11996,19.73407,19.8574,20.04325,20.51167,STAR,WD
16.19116,15.75305,15.88764,16.08636,16.3174,STAR,WD
16.79725,17.21166,17.73423,18.08759,18.51667,STAR,WD
20.91226,20.45638,20.73127,20.97269,21.75851,STAR,WD
19.58668,19.1113,19.45796,19.72342,19.79848,STAR,WD
18.70347,18.6393,19.06102,19.34092,19.92902,STAR,WD
21.39602,20.77095,20.7647,20.77914,20.58753,STAR,WD
20.30799,19.88489,19.94186,20.12515,20.1587,STAR,WD
21.17492,20.7632,20.86212,21.11519,21.37672,STAR,WD
19.73527,19.382,19.56686,19.75352,20.03737,STAR,WD
20.83377,20.31361,20.3928,20.40441,20.76607,STAR,WD
21.16815,20.97615,21.12456,21.55053,21.40755,STAR,WD
20.06876,20.16618,20.37754,20.53894,20.72403,STAR,WD
20.96662,25.11437,20.35175,19.68315,22.8268,STAR,K3
19.4669,19.59822,19.97276,20.68211,22.15226,STAR,M2
21.25496,20.76899,20.73068,20.99073,21.72771,STAR,WD
20.53695,20.19998,20.30668,20.31417,20.33826,STAR,WD
18.98679,19.02698,19.38803,19.69064,19.62321,STAR,WD
16.32641,16.60885,17.09639,17.44116,17.73052,STAR,WD
20.11483,20.12415,20.64313,20.95296,21.89877,STAR,M1
19.56345,19.5101,19.68855,19.38942,18.9502,STAR,WD
20.53379,20.1536,20.05628,20.05136,20.04168,STAR,WD
19.36599,18.98493,19.16498,19.34763,19.65394,STAR,WD
19.46574,19.54124,19.79559,20.07215,20.41079,STAR,OB
20.63912,20.16827,20.43016,20.43506,20.52017,STAR,WD
19.64404,19.42261,19.72411,19.96737,20.02722,STAR,WD
17.61238,17.32722,17.68027,17.94651,18.18241,STAR,A0p
17.15582,15.30363,14.61057,14.32705,14.19237,STAR,K1
18.87507,17.85557,17.50484,17.36444,17.32458,STAR,F5
17.62618,16.60053,16.29035,16.18539,16.15608,STAR,F5
22.20328,19.97895,18.97062,18.60856,18.39385,STAR,K5
18.5114,17.40524,17.03304,16.88972,16.83327,STAR,F5
17.88416,16.37233,15.80435,15.60628,15.51696,STAR,F9
20.16876,17.70759,16.67964,16.32717,16.12477,STAR,K5
19.88364,19.80743,20.18308,20.4402,20.50567,STAR,B6
20.65181,20.1803,20.38798,20.57141,21.28365,STAR,WD
18.9663,19.08065,19.42282,19.65707,19.8955,STAR,OB
18.44656,18.33942,18.67321,18.95058,19.22282,STAR,WD
20.84996,20.3668,20.51412,20.83811,20.31863,STAR,WD
19.57054,19.14627,19.35552,19.55227,19.68322,STAR,WD
19.67933,19.38231,19.67839,19.92823,20.13342,STAR,WD
18.76226,19.13437,19.56278,19.89798,20.15237,STAR,WD
20.8851,20.45873,20.50998,20.65707,20.60511,STAR,WD
20.19358,19.64268,19.65713,19.73705,19.84636,STAR,WD
21.72771,21.36601,21.30748,21.27775,21.44596,STAR,WD
18.86186,18.8648,19.2245,19.52892,19.98902,STAR,WD
19.68963,19.97706,20.37296,20.71289,21.57381,STAR,B9
20.59349,20.28761,20.64822,20.88752,22.53446,STAR,WD
16.48894,16.31209,16.64094,16.89059,17.13621,STAR,WD
19.22823,19.2183,19.44712,19.58308,19.76329,STAR,CV
19.29942,19.22136,19.58018,19.84449,20.0655,STAR,WD
19.2419,18.8159,18.71922,18.7306,18.79463,STAR,CV
20.63772,18.48216,17.60213,17.29239,17.11164,STAR,K3
23.02101,19.98977,18.75782,18.30678,18.03087,STAR,K7
21.547,18.94849,17.77544,17.36511,17.09992,STAR,K5
21.46856,19.12932,18.12264,17.67414,17.50326,STAR,K5
18.99076,17.8036,17.386,17.16282,17.19011,STAR,G0
20.70697,20.16069,20.34842,20.59968,21.90905,STAR,WD
17.47007,16.33177,15.93612,15.77421,15.7408,STAR,F9
18.26769,17.04713,16.55374,16.37856,16.30761,STAR,F9
20.3198,19.92338,20.04807,20.27216,20.34977,STAR,WD
20.49476,20.06166,20.22562,20.45282,20.54366,STAR,WD
21.55395,19.41821,18.44728,18.16663,17.97217,STAR,K3
19.35678,17.93596,17.28624,17.0289,16.9037,STAR,F9
17.94585,18.06647,18.45798,18.72535,19.01945,STAR,OB
19.14671,18.85321,19.14671,19.43502,19.77411,STAR,WD
19.00137,19.2506,19.75335,20.09269,20.35688,STAR,WD
19.91387,19.62927,19.91356,20.11538,20.22113,STAR,WD
19.7305,19.89489,20.32162,20.7886,22.57263,STAR,WD
17.71511,18.0626,18.55971,18.89441,19.21366,STAR,O
20.01913,19.93906,20.34977,20.57208,20.86056,STAR,WD
20.02316,20.06669,20.23419,20.49337,20.99692,STAR,OB
19.39702,19.76413,20.18113,20.46506,21.07435,STAR,B9
19.31771,19.28688,19.69612,20.04325,20.20733,STAR,WD
18.78026,18.46463,18.75834,19.0208,19.19624,STAR,WD
19.41695,18.92085,19.25892,19.50496,19.69581,STAR,A0p
20.64952,20.48838,20.73267,20.75129,21.38794,STAR,WD
19.62597,19.64699,19.89703,20.13261,20.13238,STAR,WD
18.74165,18.42064,18.68004,18.90868,19.17453,STAR,WD
19.29782,18.83523,18.92727,19.06146,19.2783,STAR,WD
17.4942,17.4027,17.66917,17.90496,18.14495,STAR,WD
18.86875,18.97478,19.33151,19.64774,19.97241,STAR,OB
20.45078,18.02525,16.98791,16.57877,16.34364,STAR,K5
19.25316,18.83398,18.97289,19.16608,19.35742,STAR,WD
19.49172,19.06063,19.25999,19.46444,19.54011,STAR,WD
20.05069,20.09243,20.26929,19.69868,19.26274,STAR,M4
20.63162,20.19446,20.47287,20.70921,21.09183,STAR,WD
19.37591,19.42386,19.80248,20.05254,20.14363,STAR,WD
20.45151,20.35312,20.81146,20.84137,22.82627,STAR,WD
18.00018,16.07717,15.30051,15.03142,14.89066,STAR,K3
19.76007,19.28442,19.44156,19.59785,19.82453,STAR,WD
19.74718,19.5204,19.80181,20.17585,20.46106,STAR,WD
18.58801,18.32828,18.58133,18.77785,19.13123,STAR,WD
17.17171,17.27079,17.44209,17.49304,17.53915,STAR,B6
19.4412,19.48937,19.91956,20.22174,20.29821,STAR,WD
16.79935,16.77753,17.14981,17.44643,17.71384,STAR,WD
19.45884,19.11726,19.25501,19.49621,19.71545,STAR,WD
19.2514,19.27644,19.75075,20.07417,20.51979,STAR,WD
19.6508,19.2845,19.38619,19.46951,19.73032,STAR,WD
18.79798,18.38873,18.61492,18.82012,19.05928,STAR,WD
18.9559,18.47464,18.6968,18.86071,19.18218,STAR,WD
18.89568,18.9937,19.31954,19.53334,19.70552,STAR,OB
19.24985,19.07294,19.42317,19.67616,19.95406,STAR,WD
19.97748,19.62182,19.91597,20.17736,20.19414,STAR,WD
19.53673,19.10752,19.32889,19.51582,19.73546,STAR,WD
19.05436,18.8715,19.20135,19.46584,19.72669,STAR,WD
18.69348,18.69753,19.01468,19.33365,19.38599,STAR,OB
19.6145,19.36527,19.67493,19.94764,20.2953,STAR,WD
20.50989,19.34079,19.09855,19.16854,19.317,STAR,A0
19.48971,19.03156,18.92353,18.95737,19.05416,STAR,CV
22.3292,19.50006,17.63687,16.68133,16.13797,STAR,M0V
18.84565,18.54816,18.92852,19.1967,19.55754,STAR,A0p
20.24154,19.89687,20.14833,20.34795,20.69252,STAR,WD
17.76975,18.13054,18.66903,18.98867,19.2179,STAR,B9
19.50693,18.97357,18.78227,18.75999,18.82001,STAR,WDmagnetic
19.59861,19.55767,19.67537,19.87449,20.01911,STAR,OB
19.38343,18.81637,18.63767,18.5939,18.63036,STAR,CV
15.62503,15.70889,16.12892,16.43592,16.73398,STAR,B6
19.41845,21.42646,22.20821,22.47888,22.25415,STAR,WD
20.0348,20.02233,20.33117,20.58895,20.84529,STAR,WD
20.85906,20.84494,20.95895,21.14011,21.87126,STAR,M3
19.95485,19.5147,19.60886,19.73743,20.01411,STAR,WD
18.64572,18.63594,18.92394,19.23546,19.65302,STAR,WD
21.21035,20.55997,20.61913,20.82545,20.86273,STAR,WD
20.08772,19.69474,19.66913,19.74647,19.85555,STAR,WD
20.3359,20.52269,20.84905,21.12551,21.61843,STAR,WD
18.23475,18.2096,18.40106,18.62166,18.78408,STAR,OB
20.12436,20.11135,20.43241,20.65697,20.93752,STAR,OB
19.54114,19.67908,19.9817,20.25015,20.51056,STAR,OB
19.60883,19.47325,19.73896,19.95043,20.10472,STAR,WD
20.80124,20.36558,20.52941,20.71047,20.99527,STAR,WD
19.97284,20.06154,20.32209,20.50428,20.83971,STAR,OB
17.09862,17.32138,17.61198,17.88618,18.17077,STAR,O
19.92437,20.12619,20.64052,20.87038,21.34107,STAR,WD
20.01618,19.3438,19.10967,19.02389,19.05011,STAR,CV
16.90069,16.58389,16.95043,17.23778,17.48305,STAR,A0p
19.67911,19.00228,18.75157,18.68787,18.78205,STAR,G5
17.74785,17.84162,18.29042,18.59164,18.90885,STAR,WD
19.34164,18.89185,19.17028,19.40931,19.58806,STAR,WD
20.35076,19.42389,19.1345,19.00688,19.01262,STAR,F5
19.40966,18.95288,19.15194,19.38549,19.65075,STAR,WD
18.48373,18.58291,18.96487,19.23746,19.57229,STAR,OB
18.87521,19.34148,19.92745,20.33762,20.73889,STAR,B9
15.482,15.32877,15.71352,15.97162,16.27879,STAR,WD
17.3929,17.01806,17.24293,17.47127,17.69198,STAR,WD
19.01178,19.14752,19.6004,19.91473,20.15279,STAR,WD
16.22162,16.07609,16.18154,16.2385,16.27104,STAR,CV
14.89531,14.42424,14.76837,15.01746,15.22086,STAR,A0p
18.81568,18.71693,18.90878,19.05532,19.42248,STAR,WD
19.9269,19.65861,19.90668,20.19931,20.29416,STAR,WD
17.63258,17.54825,17.91137,18.17785,18.46471,STAR,WD
18.55753,18.07486,17.97499,17.95781,18.0169,STAR,CV
21.54033,19.81077,19.22458,18.9741,18.92871,STAR,K1
18.94945,18.8707,19.25083,19.5166,19.82919,STAR,WD
19.16231,18.45017,18.14001,18.03015,18.02075,STAR,CV
19.57877,19.10486,19.27503,19.46489,19.46225,STAR,WD
19.31318,19.15027,19.41395,19.72426,19.94227,STAR,WD
19.81159,19.78327,19.96167,20.21383,20.49173,STAR,L5.5
19.06816,18.69427,18.92849,19.11986,19.37477,STAR,WD
19.71906,19.36099,19.58633,19.79319,20.18275,STAR,WD
19.31035,19.2586,19.58155,19.85517,20.0569,STAR,WD
20.77066,20.3726,20.68333,20.92396,22.41343,STAR,WD
19.63542,19.58165,19.91194,20.23467,20.78477,STAR,WD
19.91698,19.99001,20.44976,20.78503,21.12124,STAR,WD
18.58975,18.22174,18.46095,18.72968,19.04527,STAR,WD
19.27101,19.36125,19.72144,20.05425,20.24602,STAR,OB
19.03301,18.68421,18.93303,19.14006,19.35237,STAR,WD
18.45818,18.02368,18.27831,18.50754,18.79046,STAR,WD
17.86435,17.5073,17.76955,18.01494,18.2739,STAR,WD
19.87051,19.8286,20.16607,20.48877,20.77752,STAR,WD
19.20035,19.29122,19.67886,19.96024,20.22626,STAR,WD
14.77189,14.90731,15.3842,15.68837,15.97894,STAR,B6
19.06173,18.69025,18.92841,19.2281,19.39218,STAR,WD
20.19462,20.24089,20.70124,20.96672,21.35032,STAR,WD
20.062,20.19047,20.51895,20.75234,20.91342,STAR,OB
19.7599,19.28648,19.47336,19.79489,21.86797,STAR,WD
19.34973,19.06915,19.36264,19.57126,19.7775,STAR,WD
20.3209,20.00019,20.18551,20.44238,20.54072,STAR,WD
20.1398,19.79866,20.00933,20.15104,20.3499,STAR,WD
18.86876,18.54284,18.77105,19.05452,19.25364,STAR,WD
19.35782,19.32265,19.57422,19.74194,19.98783,STAR,WD
19.19717,19.44538,19.7377,20.05066,20.42381,STAR,O
20.55937,20.598,20.89103,21.06872,21.39986,STAR,WD
18.30329,18.79529,19.37562,19.76445,20.19892,STAR,L9
19.67856,19.364,19.59004,19.89551,20.1516,STAR,WD
19.34603,19.03276,19.21178,19.44552,19.65001,STAR,WD
19.28028,19.05611,19.38836,19.65725,19.89735,STAR,WD
19.80561,20.12818,20.57438,20.81129,21.16259,STAR,B9
20.3616,20.41724,20.64023,20.93551,21.43044,STAR,OB
20.36256,19.97273,20.15057,20.39083,20.77357,STAR,WD
19.12534,18.75493,19.01737,19.27531,19.39215,STAR,A0p
18.29647,18.085,18.38205,18.63589,18.88972,STAR,WD
19.26297,19.10874,19.38229,19.62793,20.04181,STAR,WD
19.82002,19.52065,19.7285,19.98126,20.32041,STAR,WD
16.26334,16.35399,16.72586,17.05409,17.36515,STAR,WD
19.47869,19.26852,19.5541,19.82022,20.18641,STAR,WD
18.70815,18.38534,18.7347,18.93445,19.20754,STAR,WD
19.69947,19.89358,20.35802,20.6752,20.85779,STAR,WD
19.33829,18.78857,18.66516,18.66203,18.73582,STAR,CV
18.21343,17.87692,18.1811,18.43614,18.69155,STAR,WD
16.08456,15.63629,15.96471,16.21816,16.43599,STAR,A0
20.14029,19.69506,19.97155,20.20645,20.31254,STAR,WD
19.36371,18.88693,18.97451,18.99918,18.99154,STAR,WD
19.82951,19.60734,19.91463,20.14466,20.55661,STAR,WD
18.40742,18.15596,18.45709,18.69763,18.97294,STAR,WD
19.97468,20.15587,20.56597,20.8599,22.38839,STAR,WD
19.60557,19.78893,20.18726,20.43772,21.22615,STAR,OB
22.20467,20.29329,19.23253,18.54016,18.14774,STAR,CV
20.82333,18.81043,17.7929,17.21096,16.80452,STAR,CV
22.28502,20.5006,20.10071,20.02912,19.99834,STAR,M2
18.42123,18.01324,18.37515,18.54083,18.42952,STAR,WD
22.04001,20.08512,19.41037,19.17261,19.03276,STAR,K1
16.77784,15.55519,15.09145,14.93055,14.8841,STAR,G2
18.54899,17.12715,16.58827,16.39205,16.31362,STAR,F9
19.7208,18.00226,17.34469,17.11526,17.00649,STAR,K1
21.18728,19.51397,18.7553,18.44509,18.25513,STAR,K3
18.93979,17.86055,17.44615,17.30198,17.23167,STAR,F2
19.64185,19.44789,19.7282,19.98029,20.24498,STAR,WD
20.36668,20.18808,20.34285,20.52629,21.78537,STAR,OB
20.64096,20.83384,21.85211,24.36109,22.82736,STAR,M1
21.05206,20.82558,20.90858,21.04415,21.36496,STAR,WD
19.60513,19.61094,19.8849,20.17515,20.31813,STAR,WD
20.98315,20.78609,20.93065,21.06021,21.12186,STAR,OB
16.65696,16.49632,16.85365,17.1137,17.45747,STAR,WD
18.91894,19.28607,19.82572,20.15024,20.31066,STAR,B9
20.28802,19.41049,19.71353,19.912,20.22168,STAR,WD
